web_name,form,now_cost,selected_by_percent,event_points,total_points,ict_index,influence,creativity,threat,transfers_in,transfers_out,bonus
Reguilón,0.4,44,0.3,1,18,22.1,70.6,120.8,29.0,153419,151832,2
Richarlison,8.2,69,7.8,8,73,89.6,325.2,128.8,444.0,1033300,631292,3
Rodon,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,0,14110,0
Romero,1.8,49,7.4,0,62,58.0,391.6,88.2,98.0,2431910,2019332,11
Sánchez,0.0,44,0.1,0,0,2.6,17.0,5.0,4.0,2363,14769,0
Sarr,3.2,45,1.9,6,53,75.8,274.4,245.0,235.0,594846,534595,2
Sessegnon,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,648,1031,0
Skipp,0.8,46,0.1,0,14,18.0,59.2,77.2,47.0,7757,23052,0
Son,8.0,98,34.5,9,136,180.2,631.8,486.3,685.0,6156439,3387327,18
Spence,0.0,40,0.2,0,0,0.0,0.0,0.0,0.0,6594,45799,0
Tanganga,0.0,40,0.3,0,0,0.0,0.0,0.0,0.0,11423,66340,0
Udogie,3.2,48,9.7,2,47,70.7,314.2,210.4,182.0,2661677,1989566,5
Vicario,3.6,53,8.9,3,70,55.8,557.6,0.0,0.0,1261474,578726,7
Whiteman,0.0,39,0.2,0,0,0.0,0.0,0.0,0.0,17285,23091,0
N.Aguerd,1.2,45,0.7,0,33,49.6,332.0,41.6,121.0,108093,117648,0
Antonio,0.0,57,1.8,0,38,36.4,142.8,86.9,138.0,659667,788323,4
Areola,5.8,42,34.8,11,74,51.7,516.4,0.0,0.0,2480998,1167727,8
Benrahma,0.6,56,0.4,3,20,44.6,85.4,164.9,196.0,33368,89689,0
Bowen,5.4,81,33.2,3,111,148.1,559.6,208.8,712.0,5559688,2722061,8
Cornet,0.0,52,0.0,0,1,0.2,2.2,0.0,0.0,1716,6229,0
Coufal,3.6,47,4.6,0,62,73.7,411.6,290.4,34.0,764952,336576,6
Coventry,0.0,43,0.1,0,0,0.0,0.0,0.0,0.0,6701,9877,0
Cresswell,-0.2,42,0.3,0,2,3.8,15.2,22.1,0.0,18594,81763,0
Downes,0.0,50,0.0,0,0,0.0,0.0,0.0,0.0,126,1992,0
Emerson,5.6,45,1.5,6,54,62.2,310.4,216.0,95.0,197450,102052,6
Fabianski,1.8,42,1.3,0,12,8.3,83.0,0.0,0.0,53192,215293,1
P.Fornals,1.2,46,0.1,3,17,18.6,48.8,61.9,75.0,3678,9689,0
Ings,0.2,56,0.6,0,10,3.0,13.4,2.1,15.0,41817,167899,0
Johnson,1.2,44,0.1,5,6,1.8,12.4,2.7,2.0,2675,6286,0
Kehrer,0.0,42,0.1,0,2,0.9,8.6,0.7,0.0,4290,12004,0
Mubama,0.6,42,5.2,1,4,0.7,0.0,2.0,5.0,606932,1176440,0
L.Paquetá,4.4,60,1.8,0,63,93.6,347.6,419.7,169.0,291654,296919,5
Rice,1.8,54,5.2,2,69,89.5,451.6,273.1,170.0,480729,631023,7
Scamacca,0.0,60,0.0,0,0,0.0,0.0,0.0,0.0,0,4960,0
Souček,4.0,49,1.5,3,72,81.5,396.6,94.0,326.0,309069,269602,5
Vlašić,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,13581,0
Zouma,2.2,45,1.5,0,44,41.5,284.8,17.4,113.0,266187,235318,4
Aït-Nouri,3.0,45,0.4,5,28,42.7,188.6,172.1,68.0,71601,75532,1
Bentley,0.2,39,1.2,0,16,5.7,57.4,0.0,0.0,139364,71202,1
Bolla,0.0,40,0.4,0,0,0.0,0.0,0.0,0.0,11202,56812,0
H.Bueno,0.8,44,0.1,1,19,17.4,76.4,74.4,25.0,6904,13326,0
Chiquinho,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,736,0
Cundle,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,1914,0
Dawson,4.8,45,0.8,14,50,65.4,420.8,63.0,170.0,119805,69295,5
Fábio Silva,0.0,52,0.2,0,8,16.9,25.2,51.6,93.0,17549,32062,0
Giles,0.8,43,0.1,0,11,23.1,83.2,108.7,38.0,9616,18112,0
Guedes,0.0,54,0.0,0,0,0.0,0.0,0.0,0.0,1001,7691,0
Hodge,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,4056,9665,0
Hoever,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,5076,0
Hee Chan,5.2,57,8.9,6,100,110.0,442.8,203.6,451.0,1920658,1027932,10
Raúl,2.8,52,1.5,7,52,70.5,243.2,144.7,326.0,413085,385300,10
João Gomes,2.2,49,0.1,3,34,42.4,184.4,175.9,64.0,6229,8396,0
J.Otto,0.0,43,0.0,0,1,0.5,5.0,0.0,0.0,1438,5451,0
Jordão,0.0,43,0.2,0,0,0.0,0.0,0.0,0.0,16360,22448,0
Kalajdžić,0.2,49,0.1,0,24,20.7,94.0,48.7,66.0,25701,30620,4
Kilman,3.8,45,0.8,13,48,69.1,432.4,138.4,118.0,102728,101889,3
King,0.0,39,0.7,0,0,0.0,0.0,0.0,0.0,18302,33636,0
Lemina,4.4,49,0.1,0,56,74.1,346.8,95.2,297.0,31199,22387,10
Matheus N.,0.8,48,0.1,0,15,22.2,84.0,85.3,53.0,21482,36401,0
Neto,0.2,56,1.5,1,53,84.5,248.0,388.7,213.0,1360461,1275963,5
Podence,0.0,53,0.0,0,0,0.0,0.0,0.0,0.0,868,11649,0
José Sá,2.8,50,1.4,6,52,39.9,397.8,0.0,0.0,174004,179817,4
Sarabia,4.6,47,0.3,3,47,77.3,221.6,423.8,126.0,56026,40222,4
Šarkić,0.0,40,0.3,0,0,0.0,0.0,0.0,0.0,0,27353,0
N.Semedo,2.6,45,0.7,6,40,53.9,279.6,184.1,74.0,100414,73815,0
Toti,3.0,44,0.3,6,43,39.1,264.6,47.8,76.0,34171,20084,3
Boubacar Traore,0.4,43,0.4,1,13,11.7,48.4,57.0,10.0,38301,59332,0
Lockyer,0.2,43,0.1,0,23,40.6,286.2,39.2,80.0,31743,36918,1
Robinson,1.4,44,0.1,1,18,43.6,309.4,72.5,52.0,13444,15286,1
Ogbonna,2.6,43,0.1,6,17,8.3,82.2,0.7,0.0,5850,8896,0
Nelson,0.6,48,0.0,1,8,7.4,20.6,41.2,13.0,6281,7534,0
Lonergan,0.0,39,0.1,0,0,0.0,0.0,0.0,0.0,2273,3898,0
Karius,0.0,39,0.3,0,0,0.0,0.0,0.0,0.0,12436,14979,0
Dummett,0.0,39,0.4,0,1,0.3,3.0,0.2,0.0,44899,33609,0
Mpanzu,0.5,47,0.0,0,24,18.0,71.0,68.6,41.0,3724,7012,0
Solomon,0.0,51,0.1,0,14,28.0,73.4,144.3,61.0,18863,28526,2
Pau,1.8,47,5.7,1,61,53.9,313.2,122.2,103.0,843242,526768,4
J.Timber,0.0,46,0.4,0,0,0.6,3.6,2.4,0.0,12186,478823,0
Chong,0.5,48,0.1,1,23,27.2,103.2,64.8,108.0,11746,18269,0
Slimane,1.2,47,0.0,2,9,12.2,28.2,41.2,52.0,760,5186,0
Young,0.2,44,0.3,0,26,41.6,147.6,238.6,28.0,30385,73024,2
Ângelo,0.0,50,0.0,0,0,0.0,0.0,0.0,0.0,0,997,0
Cunha,5.8,58,6.9,12,85,133.2,483.0,282.8,570.0,1056348,402713,9
Willian,1.6,53,0.6,2,62,83.9,256.2,336.8,248.0,176951,181388,6
Larouci,0.0,43,0.0,0,4,8.6,52.4,2.9,31.0,1196,4168,0
T.Bénie,0.0,51,0.0,0,11,11.2,25.8,56.7,31.0,7991,12721,0
Amdouni,3.0,53,0.2,7,54,78.2,253.2,168.7,359.0,78809,73781,6
Kerkez,1.5,44,0.2,0,31,32.1,187.0,104.1,30.0,36066,41379,1
Trafford,4.6,45,1.1,2,57,68.1,680.4,0.1,0.0,81883,83656,4
Onana,3.0,48,13.1,1,72,58.1,559.8,20.2,0.0,885051,2306536,5
Doherty,2.4,43,0.2,1,20,24.2,100.4,79.0,63.0,16212,26400,1
Diaby,2.8,66,9.1,7,85,109.6,298.2,363.2,435.0,2258015,2051720,5
Redmond,0.6,47,0.0,0,11,9.4,23.8,52.5,18.0,763,4640,0
Danjuma,0.6,52,0.1,1,20,37.5,70.2,64.7,239.0,29476,37796,0
Kaboré,0.2,40,4.0,0,25,38.8,180.6,158.7,50.0,565308,728796,3
Barnes,0.0,62,1.0,0,17,14.0,57.6,29.9,53.0,197545,447629,2
Aina,1.0,45,0.3,2,34,28.8,186.2,75.7,26.0,69133,56381,2
Koleosho,0.0,48,0.1,0,40,44.5,86.8,147.9,213.0,42650,42056,0
Igor,0.8,43,0.1,0,13,21.1,133.4,67.3,10.0,17744,21865,1
Radu,0.0,44,0.1,0,2,3.3,33.0,0.0,0.0,5115,9023,0
Bruun Larsen,0.8,49,0.0,0,30,40.6,106.0,162.0,143.0,2948,3398,0
Maatsen,0.8,51,0.1,0,11,10.3,29.4,44.8,29.0,3333,10578,0
Bassey,1.6,44,0.2,1,22,25.7,219.8,23.2,13.0,13133,29886,0
Disasi,2.2,49,3.9,0,51,49.4,342.8,69.1,82.0,951824,784663,4
Ugochukwu,0.2,44,0.2,0,11,7.1,47.0,22.0,2.0,44524,44281,0
Kaminski,2.8,45,0.3,2,43,55.5,555.2,0.0,0.0,58286,46824,1
Matheus França,0.6,48,0.0,1,5,7.2,6.8,53.8,13.0,904,1535,0
Gvardiol,2.5,48,3.4,6,39,52.0,216.2,176.4,127.0,601454,657452,1
Højlund,2.0,68,3.1,0,30,50.6,83.4,152.8,272.0,1155152,1017279,1
Kellyman,0.0,45,0.1,0,0,0.0,0.0,0.0,0.0,6886,7467,0
Greenwood,0.0,40,0.2,0,0,0.0,0.0,0.0,0.0,14230,15479,0
Olakigbe,1.0,45,0.0,1,8,3.5,4.8,4.1,27.0,3299,3293,0
Hinshelwood,3.4,45,0.1,3,30,41.0,141.0,72.1,197.0,14931,6253,5
Dodgson,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,467,3488,0
Burstow,0.0,45,0.1,0,2,0.3,0.4,0.6,2.0,4401,14034,0
Dobbin,1.4,45,0.1,0,13,11.1,55.6,13.5,43.0,10153,9062,0
De Fougerolles,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,3407,4646,0
Quansah,1.4,40,0.1,0,12,5.3,43.2,5.7,4.0,20863,14249,0
Clark,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,1458,2119,0
Doak,0.0,44,0.0,0,1,0.1,0.2,0.8,0.0,5146,7807,0
McConnell,0.0,44,0.0,0,1,0.1,1.0,0.0,0.0,1143,1664,0
Barkley,4.2,49,0.2,8,41,62.3,252.2,209.7,163.0,34209,29394,1
Brown,1.5,49,0.2,0,38,50.9,159.4,115.9,242.0,32320,29933,3
Forson,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,1001,1450,0
Livramento,2.4,44,1.5,0,26,26.0,139.4,89.9,29.0,231634,104779,4
A.Murphy,0.0,39,0.4,0,1,0.0,0.2,0.1,0.0,46735,44378,0
Miley,2.2,45,0.2,0,24,33.9,116.4,99.2,124.0,34064,17874,1
G.Shelvey,0.0,39,0.0,0,0,0.0,0.0,0.0,0.0,1764,3044,0
Powell,0.0,39,0.1,0,0,0.0,0.0,0.0,0.0,6878,7683,0
Vini Souza,2.2,50,0.0,2,34,35.8,254.8,45.3,58.0,3044,2814,1
Van de Ven,0.0,44,1.1,0,43,25.4,206.6,14.0,32.0,734911,691450,4
Scarlett,0.0,45,0.1,0,0,0.0,0.0,0.0,0.0,7772,30239,0
Veliz,1.4,54,0.1,1,11,6.5,35.2,0.9,29.0,8832,11567,0
Álvarez,2.4,50,0.2,3,34,36.0,265.6,57.0,39.0,18646,20275,0
Aarons,0.0,44,0.1,0,23,27.3,154.0,96.6,22.0,28791,30193,0
Scott,3.8,49,0.0,6,18,19.8,97.8,72.5,29.0,3070,2250,3
Y. Chermiti,0.0,48,0.0,0,6,2.7,0.0,13.5,17.0,5735,8439,0
Hein,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,4507,3801,0
Anang,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,5417,4222,0
Francis-Clarke,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,713,1383,0
Cannon,0.0,45,0.0,0,1,0.0,0.0,0.0,0.0,2480,3759,0
Onyango,0.0,45,0.0,0,1,0.0,0.0,0.0,0.0,1532,1458,0
Stansfield,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,1655,2380,0
Dibley-Dias,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,1069,1036,0
Seriki,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,5047,4526,0
Marsh,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,3568,4753,0
Brooks,1.6,44,0.0,2,12,5.4,35.0,4.9,13.0,5996,4935,0
Hackford,0.0,44,0.1,0,2,0.0,0.0,0.3,0.0,11711,10664,0
Rak-Sakyi,0.0,45,0.0,0,8,11.0,23.2,28.2,58.0,5158,4717,0
Gordon,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,7045,9323,0
Bergström,0.0,39,0.0,0,0,0.0,0.0,0.0,0.0,1849,1654,0
Odobert,5.2,50,0.1,2,37,42.2,181.8,122.3,119.0,6878,3176,3
Harrison,3.4,55,0.1,2,54,67.7,236.4,233.6,207.0,35439,26205,3
Adama,0.0,49,0.0,0,4,3.5,9.6,5.0,21.0,6209,6796,0
Hamer,2.6,50,0.2,0,51,76.2,261.8,371.1,130.0,62375,53181,3
Ward-Prowse,3.4,60,8.2,3,82,124.6,482.6,565.2,199.0,2321515,1612927,9
Krul,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,3263,3382,0
T.Davies,0.0,50,0.0,0,2,2.8,6.4,13.0,8.0,578,657,0
Lavia,0.2,49,0.0,0,1,0.6,3.6,1.9,0.0,1414,1547,0
Endo,1.6,54,0.1,1,25,25.9,124.6,108.8,28.0,14648,12275,0
Vítek,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,2627,1771,0
Marschall,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,3025,2009,0
Humphreys,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,629,973,0
Zaniolo,1.4,54,0.1,0,17,36.1,71.0,72.4,222.0,12802,11420,0
Adams,0.0,49,0.0,0,0,0.0,0.0,0.0,0.0,641,619,0
Delcroix,0.6,40,0.0,1,6,14.3,63.2,37.8,42.0,4645,3538,0
A.Ramsey,0.6,50,0.0,1,12,7.3,29.0,21.6,24.0,9359,8029,0
Mavropanos,5.4,45,0.2,6,28,17.7,106.2,15.8,56.0,18660,3828,3
Deivid,0.0,45,0.1,0,1,0.4,0.0,0.1,4.0,10219,8030,0
Doku,0.0,65,2.2,0,49,86.4,273.6,263.0,327.0,1325382,1143096,9
G.Montiel,2.6,44,0.1,12,15,13.7,70.6,52.4,13.0,8343,5023,3
Beach,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,1437,1093,0
Diego Moreira,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,236,282,0
Johnson,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,4419,3214,0
Harris,0.0,45,0.0,0,2,2.1,3.2,0.7,17.0,4640,3715,0
Brierley,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,1716,1333,0
Gore,0.2,45,0.0,0,1,0.3,3.0,0.0,0.0,738,625,0
Zych,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,6697,5632,0
Petrović,2.8,45,1.0,2,14,10.0,100.2,0.0,0.0,116779,20902,0
Castagne,2.4,45,0.6,2,43,47.5,211.0,164.9,99.0,148726,93695,3
Kudus,6.0,69,6.1,0,76,70.3,336.0,177.2,191.0,1123162,512278,11
Baleba,0.4,45,0.1,0,13,19.0,96.4,69.2,24.0,16302,11957,0
Beto,1.2,57,0.1,1,23,31.5,64.4,78.0,180.0,60491,53108,0
Benda,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,2830,1612,0
Thomas,0.2,40,0.1,1,7,24.7,127.8,53.9,64.0,10745,7008,0
Massengo,0.0,50,0.0,0,0,0.0,0.0,0.0,0.0,394,420,0
Altay,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,13234,4884,0
Murillo,2.0,45,0.1,2,30,45.8,308.8,64.1,85.0,13393,8213,1
S.Bueno,0.6,45,0.0,0,4,5.0,49.0,0.9,0.0,2783,2280,0
González,0.0,50,0.0,0,0,0.0,0.0,0.0,0.0,1624,1490,0
Lenglet,1.6,45,0.1,2,8,8.7,49.8,29.8,8.0,14131,6411,0
Ansu Fati,0.0,64,0.3,0,21,32.7,97.0,54.5,176.0,177968,164179,1
Ghoddos,1.5,45,0.0,1,21,34.1,132.0,162.4,45.0,13123,9107,0
Phillips,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,11203,8923,0
Evans,1.8,40,1.0,1,32,21.5,153.8,45.6,15.0,276175,180837,3
Fraser,0.0,45,0.1,0,0,0.0,0.0,0.0,0.0,14538,11379,0
Sinisterra,2.5,55,0.0,2,28,43.1,146.0,124.6,160.0,6279,4548,0
M.Trésor,1.2,54,0.0,1,17,17.5,40.4,109.4,24.0,4555,4143,0
Ballo-Touré,0.4,45,0.0,0,3,1.6,11.2,1.5,2.0,4169,3347,0
Gravenberch,1.8,50,0.1,1,23,33.2,81.6,124.1,127.0,28714,23601,0
Amrabat,0.8,50,0.1,0,14,17.1,100.0,65.8,4.0,32998,28448,0
Odysseas,0.0,45,0.1,0,12,11.2,101.8,10.0,0.0,16664,12901,0
Omobamidele,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,691,816,0
Dominguez,2.0,50,0.0,9,36,36.1,167.0,54.4,138.0,6877,5478,5
Sangaré,0.2,49,0.0,0,19,26.5,133.2,95.6,36.0,1877,1692,0
Origi,0.2,50,0.1,0,8,5.8,10.6,27.9,24.0,31603,27003,0
Bellegarde,2.0,49,0.0,1,27,33.1,151.6,89.4,91.0,6184,5025,1
Gilchrist,0.4,40,0.0,1,2,0.3,3.0,0.0,0.0,2146,1533,0
Stutter,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,5099,3817,0
Matos,0.0,45,0.0,0,1,0.0,0.0,0.0,0.0,1272,1027,0
Hunt,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,932,707,0
Ola-Adebomi,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,5559,4086,0
Ozoh,0.4,45,0.0,0,3,1.7,14.6,2.2,0.0,947,717,0
Donley,0.2,45,0.0,0,2,0.3,3.0,0.0,0.0,7122,5174,0
Brooking,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,1486,1144,0
Raymond,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,661,467,0
Kim Ji-Soo,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,3153,2147,0
Chambers,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,1922,1384,0
Townsend,5.0,50,0.2,2,39,36.8,132.0,147.4,89.0,38452,15747,3
Scanlon,0.0,39,0.0,0,0,0.0,0.0,0.0,0.0,627,589,0
Luker,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,742,541,0
Oné,0.0,45,0.0,0,1,0.0,0.0,0.3,0.0,422,310,0
Buyabu,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,1335,873,0
Tanton,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,1389,889,0
Adedokun,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,2427,1209,0
Nelson,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,823,566,0
Sagoe,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,576,387,0
Walters,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,2347,1390,0
Ibrahim,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,491,349,0
Diallo,0.0,45,0.0,0,1,0.0,0.0,0.0,0.0,856,504,0
Parkinson,0.0,45,0.0,0,1,0.2,2.0,0.0,0.0,3435,2310,0
Dorrington,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,1356,849,0
O’Mahony,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,3394,2162,0
Baker-Boaitey,0.0,45,0.0,0,2,0.4,3.6,1.0,0.0,539,313,0
Nyoni,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,137,109,0
Peart-Harris,0.2,45,0.0,0,3,1.5,2.2,10.9,2.0,182,132,0
Ndiweni,0.0,44,0.0,0,1,0.0,0.2,0.0,0.0,1954,1243,0
Jackson,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,2148,1076,0
Duffus,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,303,196,0
Hugill,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,1223,856,0
Whittingham,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,233,152,0
Chirewa,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,406,280,0
Hubner,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,2046,988,0
Angelini,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,611,295,0
Kavanagh,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,472,307,0
Yago Santiago,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,238,136,0
Barrington,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,171,101,0
Pitaluga,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,131,92,0
Bradley,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,317,164,0
Castledine,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,130,81,0
Peck,0.2,45,0.0,0,1,0.0,0.0,0.1,0.0,77,54,0
Metcalfe,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,52,27,0
Campbell,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,393,149,0
Susoho,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,55,33,0
Adaramola,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,649,222,0
Lewis-Skelly,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,30,22,0
Proctor,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,148,47,0
Kambwala,0.5,40,0.0,0,2,1.9,18.0,1.4,0.0,668,257,0
O'Reilly,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,110,43,0
Bennett,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,113,54,0
Hesketh,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,76,31,0
Barnett,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,226,93,0
Hamilton,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,47,19,0
Nwaneri,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,17,4,0
Orford,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,15,3,0
Casey,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,84,12,0
